New Sentence, Luganda - Translation,Swahili - Translation,Sentiment code
The patient was glad when we spared some few minutes to visit him.,Omulwadde yali musanyufu bwe twafissaawo eddakiika entonotono ne tumulambula.,Mgonjwa alifurahi tulipotumia japo muda mchache kumtembelea.,Pos
I am sad because my son is very sick with a high fever.,Ndi munyiivu kubanga mutabani wange mulwadde nnyo era alina omusujja mungi.,Nina huzuni kwa sababu mtoto wangu wa kiume anaumwa homa kali.,Neg
Our shopping trip was very exciting.,Olugendo lwaffe nga tugenze okugula ebintu kwali kunyuvu.,Safari yetu ya ununuzi ilikuwa yenye kusisimua.,Pos
I am happy that you remembered our Wednesday appointment.,Ndi musanyufu nti wajjukidde endagaano yaffe ey'Olwokusatu.,Nina furaha kwa sababu ulikumbuka miadi yetu ya Jumatano.,Pos
She felt rejected when her teacher refused her to be part of the rehearsals.,Yawulira nga yeebalamiddwa ng'omusomesa we agaanye okuba ekitundu mu kwegezaamu.,Alijihisi kukataliwa kipindi mwalimu wake alimgomea kuwa sehemu ya mazoezi.,Neg
I love eating cakes.,Njagala okulya kkeeci.,Ninapenda kula keki.,Pos
Some fathers fail to take care of their children.,Bataata abamu balemererwa okulabirira abaana baabwe.,Baadhi ya akina baba hushindwa kuwahudumia watoto wao.,Neg
"Unfortunately, he refused to trust the living God.","Eky'omukisa omubi, yagaana okwesiga Katonda omulamu.","Kwa bahati mbaya, alikataa kumuamini Mungu aliye hai.",Neg
I enjoyed the netball match last weekend.,Nanyumirwa omupiira gw'okubaka ku nkomerero ya wiiki ewedde.,Nilifurahia mpira mechi ya pete mwishoni mwa wiki iliyopita.,Pos
It is good you kept my bag safely.,Kirungi nti watereka bulungi ensawo yange.,Ni vizuri umelihifadhi begi langu salama.,Pos
The headteacher is tired of your bad behaviour.,Omukulu w'essomero akooye enneeyisa yo embi.,Mwalimu mkuu amechoshwa kwa tabia yako mbaya.,Neg
We are glad that we can access the internet in our town.,Tuli basanyufu nti tusobola okufuna yintaneeti mu kibuga kyaffe.,Tunafurahi kwa vile tunaweza kupata mtandao katika mji wetu.,Pos
They appreciated the doctor for his kindness towards them.,Baasiima omusawo olw'ekisa kye gye bali.,Walimthamini daktari kwa ukarimu wake kwao.,Pos
I am glad you are not among the employees working tonight.,Ndi musanyufu kubanga toli kitundu ku bakozi abakola ekiro.,Ninafurahi kwa vile wewe si miongoni mwa waajiriwa wa usiku.,Pos
She felt so hurt and jealousy when my husband married a third wife.,Yawulira obuggya n'okulumizibwa nga baze awasizza omukyala ow'okusatu.,Alipata maumivu na wivu mume wangu alipooa mke wa tatu.,Neg
We are excited because there will be lots of entertainment at the party.,Tuli basanyufu kubanga wajja kubaawo ebisanyusa bingi ku kabaga.,Tumestaajabishwa kwa sababu kutakuwa naburudani za kutosha katika sherehe.,Pos
"Unfortunately, the two girls were killed in that house.","Eky'omukisa omubi, abawala ababiri battiddwa mu nnyumba eyo.","Bahati mbaya, wasichana wawili waliuawa katika nyumba ile.",Neg
We are frightened that the war will break out in that country.,Tulina okutya nti olutalo lujja kubalukawo mu ggwanga eryo.,Tunahofia kwamba vita itatokea katika nchi ile.,Neg
We are angry at the teacher for choosing songs that are hard to sing.,Tuli banyiivu eri omusomesa olw'okulonda ennyimba enzibu ez'okuyimba.,Tuna hasira na mwalimu kwa kuchagua nyimbo ambazo ni ngumu kuziimba.,Neg
The manager discouraged us from spending too much time on phones.,Maneja tatukubiriza tuleme kumala budde bungi nga tuli ku masimu.,Meneja alituvunja moyo kwa kutumia simu muda mwingi. ,Neg
We were disappointed when we realized that the shoes we had bought were old.,Kyatwewuunyisa nga tuzudde nti engatto ze twali tuguze zaali nkadde.,Tuliishiwa nguvu tulipogndua viatu tulivyovinunua ni vya zamani.,Neg
I was happy when I received my bonus payment last week.,Nali musanyufu nga nfunye ensimbi zange ez'ennyongereza wiiki ewedde.,Nilifurahi nilipopata malipo ya ziada wiki iliyopita.,Pos
She is glad that the mother cat protected her kittens.,Musanyufu okuba nga kkapa enkulu enkazi yakuumye obwana bwayo.,Anafurahi kwa vile paka jike anawalinda watoto wake.,Pos
The headteacher was glad when we agreed on the rules of the school.,Omukulu w'essomero yasanyuse nga tukkaanyizza ku mateeka g'essomero.,Mwalimu mkuu alifurahi tulipokubaliana na sheria za shule.,Pos
She got annoyed when her daughter broke the cup into pieces.,Yanyiiga nga muwala we ekikopo akyasizza.,Alikasirika kipindi binti yake alipovunja kikombe.,Neg
This is a bad way to start your day.,Eno ngeri mbi okutandikamu olunaku lwo.,Hii ni namna mbaya ya kuanza siku yako.,Neg
It is healthy to eat fresh fruit after dinner.,Kya bulamu okulya ekibala ekibisi oluvannyuma lw'ekijjulo.,Ni jambo la afya kula matunda baada ya chakula cha usiku.,Pos
This chair is uncomfortable.,Entebe eno tewa mirembe.,Kiti hakipo vizuri.,Neg
We are grateful that you updated our computer system.,Tuli basanyufu nti wazzizza buggya omuyungo gwaffe ogwa kompyuta.,Tunashukuru kwa kuwa umehuisha mfumo wetu wa kompyuta.,Pos
Thank you for rescuing me from those thugs.,Weebale kunnunula okuva mu babbi abo.,Nakushukuru kwa kuniokoa kwa majambazi.,Pos
Friday is my worst day of the week.,Olwokutaano lwe lunaku lwa wiiki olunsingira okuba olubi.,Ijumaa ni siku yangu mbaya zaidi katika wiki.,Neg
Everyone is hurt because you are responsible for the death of your daughter.,Buli omu kimunyize kubanga ovunaanyizibwa ku kufa kwa muwala wo.,Kila mmoja anaumia kwa sababu unahusika na kifo cha binti yako.,Neg
I was unhappy and disappointed when my mother bought me a second-hand phone.,Saabadde musanyufu era neewuunyizza nga mmange angulidde essimu enkwatemu.,Sikufrahia na niliishiwa nguvu mama yangu alivyoninunulia simu ya mtumba.,Neg
I was grateful when you joined me yesterday at my father's birthday celebrations.,Nabadde musanyufu ng'onneeyunzeeko eggulo ku bijaguzo by'amazaalibwa ga kitange.,Nilikushukuru uliponiunga mkono jana katika sherehe ya kumbukizi ya mazazi ya baba yangu,Pos
The school clubs helped students to improve their social skills.,Ebibiina by'omu masomero byayamba abayizi okutumbula empisa zaabwe ez'omu bantu.,Klabu za shule zinawasaidia wanafunzi kuboresha elimu jamii.,Pos
We were happy when our sister broke up with her boyfriend.,Twali basanyufu nga muganda waffe/mwannyinaffe ayawukanye n'omwagalwa we.,Tulifurahia dada yrtu alivyoachana na mwenziwake.,Pos
I am tired because I spent the whole day cleaning my house.,Nkooye kubanga olunaku lwonna nalumazeeko nga nnongoosa nnyumba yange.,Nimechoka kwa sababu nilitumia siku nzima kusafisha nyumba yangu.,Neg
She feels unhappy because she can't afford to buy food for her children.,Awulira nga si musanyufu kubanga tasobola kugulira baana be mmere.,Hana furaha kwa sababu hawezi kumudu kuwanunulia chakula watoto wake.,Neg
I enjoy drinking cold water.,Njagala okunywa amazzi agannyogoga.,Nafurahi kunywa maji baridi.,Pos
He was angry at me when I made him wait for almost two hours.,Yabadde munyiivu gyendi bwe namulinzisizza okumala essaawa kyenkana bbiri.,Alinikasirikia nilipomsubirisha takriban saa mbili.,Neg
The old woman hates walking when it is too hot.,Omukyala omukadde tayagala kutambula ng'omusana gwaka nnyo.,Bibi kizee anachukia kutembea kipindi cha jua kali.,Neg
I love History because I want to be a politician in the future.,Njagala nnyo Kannabyafaayo kubanga njagala kubeera munnabyabufuzi mu biseera ebijja.,Napenda historia kwa vile nataka kuwa mwanasiasa hapo mbeleni.,Pos
I had a lot of fun when I moved with you over the weekend.,Nanyumiddwa nnyo nga ntambudde naawe ku nkomerero ya wiiki.,Nilikuwa na furaha sana nilipotembea pamoja na wewe mwishoni mwa wiki.,Pos
My brother's bedroom is clean and tidy.,Ekisenge kya muganda wange/mwannyinaze kiyonjo ate era kitegeke bulungi.,Chumba cha kaka yangu ni kisafi na nadhifu.,Pos
I was relieved from the headache after swallowing painkillers.,Omutwe ogwali gunnuma gwawoona oluvannyuma lw'okumira empeke ezitta obulumi.,Nilipata ahueni ya maumivu ya kichwa baada ya kumeza dawa za maumivu.,Pos
She sang a beautiful song at the concert.,Yayimba oluyimba olulungi ku kivvulu.,Aliimba wimbo mzuri katika tamasha.,Pos
I slept well last night.,Neebase bulungi ekiro ekyayise.,Nililala unono usiku wa jana.,Pos
We are glad that your parents are concerned about your future.,Tuli basanyufu nti bazadde bo bafaayo ku bulamu bwo obw'omu maaso.,Tunafurahi kwa kuwa waazi wako wanahofu na maisha yako.,Pos
He was unhappy when her father refused to attend the school concert.,Yali munyiivu nga kitaawe agaanye okugenda ku kivvulu ky'essomero.,Hakuwa na furaha baba yake alipomzuia kwenda katika tamasha la shule.,Neg
I am glad you let me make my decisions.,Ndi musanyufu okuba ng'ondeka ne neekolera okusalawo.,Nahurahia umeniacha nifanye maamuzi yangu.,Pos
We were angry when our father resigned from work.,Twali banyiivu nga kitaffe alekulidde ku mulimu.,Tulikasirika baba yetu alipojiuzulu kazini.,Neg
We are so proud of what you have achieved.,Twenyumiriza mu buwanguzi bw'otuuseeko.,Tunahisi ufahari kwa mafanikio uliyoyapata.,Pos
She was happy to get a two weeks vacation to America.,Yali musanyufu okufuna oluwummula lwa wiiki bbiri ng'ali mu Amerika.,Alifurahia kupata wiki mbili za likizo Marekani.,Pos
The two sisters hate their stepfather.,Abawala ab'oluganda ababiri tebaagala kitaabwe abatazaala,Akina dada wawili wanamchukia baba yao wa kambo.,Neg
I hate it when you spend the day laying in bed without doing anything.,Sikyagala bw'omala olunaku lwonna ng'oli mu buliri nga tolina ky'okola.,Ninaachukuia kupoteza siku mzima kulala kitandani pasipokufanya chochote,Neg
It annoys your parents when you don't make up your mind.,Kinyiiza bazadde bo bw'otakola kusalawo.,Huwa inawaudhi wazazi wako usipojituma.,Neg
I had a bad time on the business trip.,Nafuna akadde akazibu ku lugendo lw'emirimu.,Nilikuwa na wakati mbaya katika safari ya kibiashara.,Neg
It is healthy to eat one meal a day.,Kya bulamu okulya kimu olunaku.,Ni afya kula mlo mmoja kwa siku.,Pos
The manager was happy when all the employees attended the workshop.,Maneja yali musanyufu ng'abakozi bonna bagenze mu musomo.,Meneja alifurahia wafanya kazi wote walipohudhuria warsha.,Pos
He loves his children very much.,Ayagala nnyo abaana be.,Anawapenda sana watoto wake.,Pos
My best friend is happy that she got a job near her home.,Mukwano gwange nfiirabulago musanyufu okuba nga yafunye omulimu oguli okumpi n'amaka ge.,Rafiki yangu kipenzi anafuraha kwa vile alipata kazi karibu na nyumbani kwake.,Pos
"Sadly, the young girl was locked in that room for two weeks.","Eky'ennaku, akawala kaasibibwa mu kisenge ekyo okumala wiiki bbiri.","Inahuzunisha, binti alifungiwa ndani ya chumba kile kwa wiki mbili.",Neg
I am glad my mother spared some time for shopping this weekend.,Ndi musanyufu nti mmange yafissizzaawo akadde ak'okugenda okugula ebintu ku nkomerero ya wiiki eno.,Ninafuraha mama yangu ametumia sehemu ya muda wake kwa ununuzi mwishoni mwa wiki hii.,Pos
People are happy that technology has improved in the country.,Abantu basanyufu nti tekinologiya alongoose mu ggwanga.,Watu wanafuraha kwa sababu teknolojia imeboreshwa nchini.,Pos
We are dissatisfied with your explanation about the money loss.,Tetumatidde nnyinyonnyola yo ekwata ku kubula kw'ensimbi.,Hatukuridhishwa na maelezo yako juu ya upeteaji wa fedha.,Neg
She is happy that her husband is faithful.,Musanyufu okuba nga bba mwesigwa.,Anafuraha kwa kuwa mume wake ni mwaminifu.,Pos
The children were glad when their father came back home early yesterday.,Abaana baabadde basanyufu nga kitaabwe akomyewo mangu ewaka olunaku lw'eggulo.,Watoto walifurahi baba yao aliporudi nyumbani mapema jana.,Pos
I felt refreshed after sleeping for two hours.,Nawulidde nga nzize buggya oluvannyuma lw'okwebakira essaawa bbiri.,Huwa najisikia mwepesi baada ya kulala kwa saa mbili.,Pos
The leader was thankful when we gave him the day's program.,Omukulembeze yasiimye bwe twamuwadde enteekateeka y'olunaku.,Kiongozi alishukuru tulipompa programu ya siku.,Pos
We are glad that our grandmother's health has improved.,Tuli basanyufu nti obulamu bwa jjajjaffe omukyala bugenze butereera.,Tunafuraha kwa sababu afya ya bibi yetu imeimarika.,Pos
The children cried when their father refused them to watch television.,Abaana baakaabye nga kitaabwe abagaanye okulaba ttivvi.,Watoto walilia baba yao alipowakataza kutazama luninga.,Neg
He failed to pay a fine of one million Ugandan shillings.,Yalemereddwa okusasula engassi ya kakadde kamu aka siringi za Uganda.,Alishindwa kulipa fidia ya shilingi milioni moja za Uganda.,Neg
Thank you very much for paying my school fees.,Weebale nnyo kusasula bisale byange eby'essomero.,Nakushukuru sana kwa kunilipia ada yangu ya shule.,Pos
It is ashaming that she ran out of the bedroom naked.,Kiswaza okuba nga yadduse mu kisenge nga ali bwereere.,Ni aibu alitoka nje ya chumba akiwa utupu.,Neg
Parents are happy that all students have passed the exams.,Abazadde basanyufu okuba ng'abayizi bonna bayise ebigezo.,Wazazi wanafuraha kwa sababu wanafunzi wote walifaulu mtihani.,Pos
The villagers were unhappy when their leaders distributed poor-quality food.,Bannakyalo tebaabadde basanyufu ng'abakulembeze baabwe bagabye emmere ey'omutindo omubi.,Wanakijiji hawakufurahia waliposambaziwa chakula kisicho na ubora na kingozi.,Neg
I hate this kind of music.,Saagala nnyimba za kika kino.,Ninachukia aina hii ya mziki.,Neg
This chair is stiff and uncomfortable.,Entebe eno nkakanyavu ate era tewa mirembe.,Kiti hiki ni kigumu na sio kizuri.,Neg
The young boy's character in that movie is impressive.,Enneeyisa y'akalenzi mu ffirimu eyo yeegombesa.,Uhusika wa kijana wa kiume katika filamu ile unavutia.,Pos
She looks pretty in that new dress.,Alabika bulungi mu kiteeteeyi ekyo ekipya.,Amependeza na gauni mpya.,Pos
It is good that local food was included on this menu.,Kirungi okuba ng'emmere ennansi yateekebwa ku lukalala luno.,Ni vizuri kwa kuwa chakula cha kinyumbani kimejumuishwa katika orodha.,Pos
We rejoiced when the police recovered the missing girl.,Twajaguza nga poliisi ezudde omuwala eyali abulawo.,Polisi walitufurahisha walipomrudisha yule msichana aliyepotea.,Pos
My major problem right now is stress.,Ekizibu kyange eky'amaanyi kaakano kwe kweraliikirira.,Shida yangu kubwa kwa sasa ni msongo.,Neg
We are joyful because the nurse checked on the patient through the night.,Tuli basanyufu kubanga omujjanjabi yakebedde ku mulwadde mu kiro.,Tunafuraha kwa sababu muuguzi alimuangalia mgonjwa usiku kucha.,Pos
We had a wonderful weekend.,Twabadde n'enkomerero ya wiiki ennungi.,Tulikuwa na mwisho mzuri wa wiki.,Pos
My friend got excited when she was given a diamond ring.,Mukwano gwange yacamuka ng'aweereddwa empeta ya ddayimanda.,Rafiki yangu alistuka alipopewa pete ya almasi.,Pos
"Sadly, my nephew is addicted to drugs.","Eky'ennaku, mutabani/muwala wange yamanyiira ebiragalalagala.","Inasikitisha, mpwa wangu ni mraibu wa madawa ya kulevya.",Neg
I felt heartbroken when you joined a group of bad girls at school.,Nawulira nga mmenyese omutima bwe weeyunga ku kibinja ky'abawala ababi ku ssomero.,Nilihisi mshtuko wa moyo ulipojiunga na kundi la wasichana wa hovyo shuleni.,Neg
She got worried when her daughter fell sick for two weeks.,Yeeraliikirira nga muwala we alwadde okumala wiiki bbiri.,Alipata wasiwasi binti yake alipougua kwa majuma mawili.,Neg
Your daughter has beautiful eyes.,Muwala wo alina amaaso amalungi.,Binti yako ana macho mazuri.,Pos
My daughter was happy when I wrapped my arms around her.,Muwala wange yali musanyufu nga mmuwambaatidde n'emikono gyange.,Binti yangu alifurahia nilipomkumbatia.,Pos
Yesterday I had a horrible night.,Eggulo nabadde n'ekiro ekibi ddala.,Nilikuwa na usiku wa kutisha jana.,Neg
The food my mother prepared was very delicious.,Emmere mmange gye yafumbye yabadde ewooma nnyo.,Chakula alichokipika mama yangu kilikuwa kitamu.,Pos
A strong cup of coffee will help you to feel better.,Ekikopo kya kkaawa kijja kukuyamba okuwulira obulungi.,Kikombe kimoja cha kahawa mzuri kitafanya ujisikie vizuri.,Pos
"When she moved forward, she hurt her foot and felt a lot of pain.","Bwe yadda mu maaso, yakosa akagere ke era n'awulira obulumi bungi.",Aliumia goti lake aliposogea mbele na akahisi maumivu makali.,Neg
She hates her parents for rejecting her at a young age.,Tayagala bazadde be lwa kumusuulawo ku myaka emito.,Anawachukia wazazi wake kwa sababu walimkataa utotoni.,Neg
He is one of the best photographers in the country.,Ye omu ku bakubi b'ebifaananyi abasinga mu ggwanga.,Yeye ni mmoja wa wapiga picha bora nchini.,Pos
I feel unhappy whenever I forget about Mother's Day.,Mpulira ennaku buli lwe neerabira Olunaku lwa Bamaama.,Nakosa furaha ninaposahau siku ya mama duniani.,Neg
We had a lot of fun at the beach.,Twanyumiddwa nnyo nga tuli ku bbiici.,Tulikuwa furahani sana ufukweni.,Pos
I am glad the toothache has decreased.,Ndi musanyufu nti erinnyo erinnuma likendeddemu.,Nina furaha kwa vile maumivu ya jino yamepungua.,Pos
