id,english,luganda
MRK437,"And there arose a great storm of wind, and the waves beat into the ship, so that it was now full.","Awo omuyaga mungi ne gujja, amayengo ne gayiika mu lyato, n'eryato lyali nga ligenda okujjula."
MRK438,"And he was in the hinder part of the ship, asleep on a pillow: and they awake him, and say unto him, Master, carest thou not that we perish?","Ye yennyini yali yeebase mu kiwenda ku kigugu, ne bamuzuukusa, ne bamugamba nti Omuyigiriza, tofaayo nga tufa?"
MRK439,"And he arose, and rebuked the wind, and said unto the sea, Peace, be still. And the wind ceased, and there was a great calm.","N'azuukuka, n'aboggolera omuyaga, n'agamba ennyanja nti Sirika, teeka. Omuyaga ne gukkakkana, n'eba nteefu nnyo."
MRK440,"And he said unto them, Why are ye so fearful? how is it that ye have no faith?",N'abagamba nti Kiki ekibatiisa? Temunnaba kuba na kukkiriza?
MRK441,"And they feared exceedingly, and said one to another, What manner of man is this, that even the wind and the sea obey him?","Ne batya entiisa nnene, ne bagambagana nti Kale ono ye ani, kubanga omuyaga n'ennyanja bimuwulira?"
MRK141,"After two days was the feast of the passover, and of unleavened bread: and the chief priests and the scribes sought how they might take him by craft, and put him to death.","Awo bwe waali wakyabulayo ennaku bbiri, embaga y'Okuyitako n'emigaati egitazimbulukuswa etuuke: bakabona abakulu n'abawandiisi ne basala amagezi bwe banaamukwata mu lukwe n'okumutta:"
MRK142,"But they said, Not on the feast day, lest there be an uproar of the people.","kubanga baagamba nti Si ku lunaku lwa mbaga, mpozzi waleme okubaawo akeegugungo mu bantu."
MRK143,"And being in Bethany in the house of Simon the leper, as he sat at meat, there came a woman having an alabaster box of ointment of spikenard very precious; and she brake the box, and poured it on his head.","Awo bwe yali mu Bessaniya mu nnyumba ya Simooni omugenge, ng'atudde ku mmere, omukazi eyalina eccupa ey'amafuta ag'omugavu ogw'omuwendo omungi ennyo n'ajja, n'ayasa eccupa, amafuta n'agafuka ku mutwe gwe."
MRK144,"And there were some that had indignation within themselves, and said, Why was this waste of the ointment made?",Naye waaliwo mu bo abamu abaasunguwala nga bagamba nti Amafuta gafudde ki bwe gatyo?
MRK145,"For it might have been sold for more than three hundred pence, and have been given to the poor. And they murmured against her.",Kubanga amafuta gano bandiyinzizza okugatundamu eddinaali ebikumi bisatu n'okusingawo n'okugabira abaavu. Ne bamwemulugunyiza.
MRK146,"And Jesus said, Let her alone; why trouble ye her? she hath wrought a good work on me.",Naye Yesu n'agamba nti Mumuleke; mumunakuwaliza ki? ankoledde ekikolwa ekirungi.
MRK147,"For ye have the poor with you always, and whensoever ye will ye may do them good: but me ye have not always.",Kubanga abaavu be muli nabo bulijjo; na buli lwe mwagala muyinza okubakola obulungi: naye nze temuli nange bulijjo.
MRK148,She hath done what she could: she is come aforehand to anoint my body to the burying.,Akoze nga bw'ayinzizza: asoose okufuka amafuta ku mubiri gwange nga bukyali okunziika.
MRK149,"Verily I say unto you, Wheresoever this gospel shall be preached throughout the whole world, this also that she hath done shall be spoken of for a memorial of her.","Mazima mbagamba nti Enjiri buli gy'eneebuulirwanga mu nsi zonna, n'ekyo omukazi ono ky'akoze kinaayogerwangako okumujjukira."
MRK1410,"And Judas Iscariot, one of the twelve, went unto the chief priests, to betray him unto them.","Awo Yuda Isukalyoti, eyali omu ku kkumi n'ababiri, n'agenda eri bakabona abakulu; okumuwaayo gye bali:"
MRK1411,"And when they heard it, they were glad, and promised to give him money. And he sought how he might conveniently betray him.","Awo bwe baawulira, ne basanyuka, ne basuubiza okumuwa effeeza. N'asala amagezi bw'anaalaba ebbanga okumuwaayo."
MRK1412,"And the first day of unleavened bread, when they killed the passover, his disciples said unto him, Where wilt thou that we go and prepare that thou mayest eat the passover?","Awo ku lunaku olwasooka olw'emigaati egitazimbulukuswa lwe batta Okuyitako, abayigirizwa be ne bamugamba nti Oyagala tugende wa tutegeke gy'onooliira Okuyitako?"
MRK1413,"And he sendeth forth two of his disciples, and saith unto them, Go ye into the city, and there shall meet you a man bearing a pitcher of water: follow him.","N'atuma ab'oku bayigirizwa be babiri, n'abagamba nti Mugende mu kibuga, anaasisinkana nammwe omusajja nga yeetisse ensuwa y'amazzi: mumugoberere;"
MRK1414,"And wheresoever he shall go in, say ye to the goodman of the house, The Master saith, Where is the guestchamber, where I shall eat the passover with my disciples?",yonna yonna mw'anaayingira mugambe nnannyini nnyumba nti Omuyigiriza agambye nti Ennyumba eri ludda wa mwe nnaaliira Okuyitako n'abayigirizwa bange?
MRK1415,And he will shew you a large upper room furnished and prepared: there make ready for us.,Anaabalaga ye yennyini ennyumba ennene eya waggulu eyaliiriddwa etegekeddwa: mututegekere omwo.
MRK1416,"And his disciples went forth, and came into the city, and found as he had said unto them: and they made ready the passover.","Awo abayigirizwa ne bagenda ne bajja ku kibuga, ne balaba nga bwe yabagambye: ne bategeka Okuyitako."
MRK1417,And in the evening he cometh with the twelve.,Awo bwe bwawungeera n'ajja n'ekkumi n'ababiri.
MRK1418,"And as they sat and did eat, Jesus said, Verily I say unto you, One of you which eateth with me shall betray me.","Awo bwe baali batudde ku mmere, Yesu n'agamba nti Mazima mbagamba nti Omu ku mmwe alya nange anandyamu olukwe;"
MRK1419,"And they began to be sorrowful, and to say unto him one by one, Is it I? and another said, Is it I?",ne batanula okunakuwala n'okumugamba kinnoomu nti Ye nze?
MRK1420,"And he answered and said unto them, It is one of the twelve, that dippeth with me in the dish.",N'abagamba nti Omu ku kkumi n'ababiri akoza nange mu kibya ye wuuyo.
MRK1421,"The Son of man indeed goeth, as it is written of him: but woe to that man by whom the Son of man is betrayed! good were it for that man if he had never been born.",Kubanga Omwana w'omuntu agenda nga bwe kyamuwandiikwako: naye zirimusanga omuntu oyo alyamu olukwe Omwana w'omuntu! kyandibadde kirungi eri oyo singa teyazaalibwa omuntu oyo.
MRK1422,"And as they did eat, Jesus took bread, and blessed, and brake it, and gave to them, and said, Take, eat: this is my body.","Awo bwe baali balya, n'atoola omugaati, awo bwe yamala okwebaza n'agumenyamu, n'abawa, n'agamba nti Mutoole; guno gwe mubiri gwange."
MRK1423,"And he took the cup, and when he had given thanks, he gave it to them: and they all drank of it.","N'addira ekikompe, awo bwe yamala okweyanza, n'abawa; ne bakinywako bonna."
MRK1424,"And he said unto them, This is my blood of the new testament, which is shed for many.","N'abagamba nti Guno gwe musaayi gwange ogw'endagaano, oguyiika olw'abangi."
MRK1425,"Verily I say unto you, I will drink no more of the fruit of the vine, until that day that I drink it new in the kingdom of God.","Mazima mbagamba nti Sirinywa nate ku bibala ku muzabbibu, okutuusa ku lunaku luli lwe ndigunywa omuggya mu bwakabaka bwa Katonda."
MRK1426,"And when they had sung an hymn, they went out into the mount of Olives.","Awo bwe baamala okuyimba oluyimba, ne bafuluma ne bagenda ku lusozi olwa Zeyituuni."
MRK1427,"And Jesus saith unto them, All ye shall be offended because of me this night: for it is written, I will smite the shepherd, and the sheep shall be scattered.","Awo Yesu n'abagamba nti Muneesittala mwenna: kubanga kyawandiikibwa nti Ndikuba omusumba, n'endiga zirisaasaana."
MRK1428,"But after that I am risen, I will go before you into Galilee.","Naye bwe ndimala okuzuukizibwa, ndibakulembera okugenda mu Ggaliraaya."
MRK1429,"But Peter said unto him, Although all shall be offended, yet will not I.","Naye Peetero n'amugamba nti Newakubadde nga bonna baneesittala, naye si nze."
MRK1430,"And Jesus saith unto him, Verily I say unto thee, That this day, even in this night, before the cock crow twice, thou shalt deny me thrice.","Yesu n'amugamba nti Mazima nkugamba nti ggwe leero, ekiro kino, enkoko eneeba tennakookolima emirundi ebiri, ononneegaana emirundi esatu."
MRK1431,"But he spake the more vehemently, If I should die with thee, I will not deny thee in any wise. Likewise also said they all.","Naye ne yeeyongera nnyo okwogera nti Newakubadde nga kiŋŋwanira okufiira awamu naawe, siikwegaane n'akatono. Era bonna ne bagamba bwe batyo."
MRK1432,"And they came to a place which was named Gethsemane: and he saith to his disciples, Sit ye here, while I shall pray.",Awo ne bajja mu kifo erinnya lyakyo Gesusemane: n'agamba abayigirizwa be nti Mutuule wano mmale okusaba.
MRK1433,"And he taketh with him Peter and James and John, and began to be sore amazed, and to be very heavy;","N'atwala Peetero ne Yakobo ne Yokaana wamu naye, n'atanula okuwuniikirira n'okweraliikirira ennyo."
MRK1434,"And saith unto them, My soul is exceeding sorrowful unto death: tarry ye here, and watch.","N'abagamba nti Emmeeme yange eriko ennaku nnyingi, zigenda kunzita: mubeere wano, mutunule."
MRK1435,"And he went forward a little, and fell on the ground, and prayed that, if it were possible, the hour might pass from him.","N'atambulako katono, n'avuunama n'asaba, oba nga kiyinzika, ekiseera kimuyiteko."
MRK1436,"And he said, Abba, Father, all things are possible unto thee; take away this cup from me: nevertheless not what I will, but what thou wilt.","N'agamba nti Aba, Kitange, byonna biyinzika gy'oli; nziyaako ekikompe kino; naye si nga nze bwe njagala, wabula nga ggwe bw'oyagala."
MRK1437,"And he cometh, and findeth them sleeping, and saith unto Peter, Simon, sleepest thou? couldest not thou watch one hour?","Awo n'ajja, n'abasanga nga beebase, n'agamba Peetero nti Simooni, weebase? tobadde na maanyi ag'okutunula n'essaawa emu eti?"
MRK1438,"Watch ye and pray, lest ye enter into temptation. The spirit truly is ready, but the flesh is weak.","Mutunule, musabe, muleme okuyingira mu kukemebwa: omwoyo gwe gwagala, naye omubiri gwe munafu."
MRK1439,"And again he went away, and prayed, and spake the same words.","Nate n'addayo, n'asaba, n'ayogera ebigambo bimu na biri."
MRK1440,"And when he returned, he found them asleep again, (for their eyes were heavy,) neither wist they what to answer him.","N'akomawo nate, n'abasanga nga beebase, kubanga amaaso gaabwe gaali gakambagga nnyo; so tebaamanya bwe banaamuddamu."
MRK1441,"And he cometh the third time, and saith unto them, Sleep on now, and take your rest: it is enough, the hour is come; behold, the Son of man is betrayed into the hands of sinners.","N'ajja omulundi ogw'okusatu, n'abagamba nti Mwebakire ddala kaakano, muwummule: kinaamala; ekiseera kituuse; laba, Omwana w'omuntu aweebwayo mu mikono gy'abalina ebibi."
MRK1442,"Rise up, let us go; lo, he that betrayeth me is at hand.","Muyimuke, tugende; laba, andyamu olukwe anaatera okutuuka."
MRK1443,"And immediately, while he yet spake, cometh Judas, one of the twelve, and with him a great multitude with swords and staves, from the chief priests and the scribes and the elders.","Awo amangu ago, bwe yali akyayogera, Yuda, omu ku kkumi n'ababiri, n'ajja n'ekibiina wamu naye abaalina ebitala n'emiggo, nga bava eri bakabona abakulu, n'abawandiisi n'abakadde."
MRK1444,"And he that betrayed him had given them a token, saying, Whomsoever I shall kiss, that same is he; take him, and lead him away safely.","Era oyo eyamulyamu olukwe yali abawadde akabonero ng'agamba nti Gwe nnaanywegera, nga ye wuuyo; mumukwate, mumutwale nga mumunywezezza."
MRK1445,"And as soon as he was come, he goeth straightway to him, and saith, Master, master; and kissed him.","Awo bwe yatuuka, amangu ago n'ajja gy'ali n'agamba nti Labbi; n'amunywegera nnyo."
MRK1446,"And they laid their hands on him, and took him.","Ne bamussaako emikono gyabwe, ne bamukwata."
MRK1447,"And one of them that stood by drew a sword, and smote a servant of the high priest, and cut off his ear.","Naye omu ku abo abaali bayimiridde awo n'asowola ekitala, n'atema omuddu wa kabona asinga obukulu n'amusalako okutu."
MRK1448,"And Jesus answered and said unto them, Are ye come out, as against a thief, with swords and with staves to take me?",Awo Yesu n'addamu n'abagamba nti Munjijiridde nga bwe mujjira omunyazi; n'ebitala n'emiggo okunkwata?
MRK1449,"I was daily with you in the temple teaching, and ye took me not: but the scriptures must be fulfilled.","Buli lunaku nnabeeranga nammwe mu yeekaalu nga njigiriza, nga temwankwata: naye kino kikoleddwa, ebyawandiikibwa bituukirire."
MRK1450,"And they all forsook him, and fled.",Awo bonna ne bamwabulira ne badduka.
MRK1451,"And there followed him a certain young man, having a linen cloth cast about his naked body; and the young men laid hold on him:","Awo omulenzi omu n'amugoberera, eyali yeebikkiridde olugoye olw'ekitaani lwokka ku mubiri: ne bamukwata;"
MRK1452,"And he left the linen cloth, and fled from them naked.","naye n'abalekera olugoye olw'ekitaani, n'adduka bwereere."
MRK1453,And they led Jesus away to the high priest: and with him were assembled all the chief priests and the elders and the scribes.,Awo ne batwala Yesu eri kabona asinga obukulu: ne bamukuŋŋaanirako bakabona abakulu bonna n'abakadde n'abawandiisi.
MRK1454,"And Peter followed him afar off, even into the palace of the high priest: and he sat with the servants, and warmed himself at the fire.","Awo Peetero n'amugoberera wala, okutuuka munda mu luggya lwa kabona asinga obukulu; yali atudde n'abaweereza ng'ayota omuliro."
MRK1455,And the chief priests and all the council sought for witness against Jesus to put him to death; and found none.,"Awo bakabona abakulu n'ab'omu lukiiko bonna ne banoonyeza Yesu abajulirwa ab'okumussa, so ne batabalaba:"
